나마, 65, 146
다하, 72, 176
하타, 59, 164
나라, 85, 179
자차, 66, 156
자타, 47, 154
나파, 90, 145
사하, 70, 159
파라, 61, 153
차라, 82, 169
타사, 92, 188
하파, 77, 183
타카, 46, 148
차차, 56, 141
차사, 83, 172
마가, 97, 192
차카, 91, 172
다타, 82, 171
아타, 73, 175
자파, 93, 180
마카, 64, 154
라가, 83, 148
다자, 93, 165
하바, 53, 188
나파, 60, 188
마나, 49, 171
마차, 98, 158
라다, 70, 154
바파, 86, 160
타가, 69, 184
파마, 92, 191
파차, 77, 166
가카, 89, 142
라타, 55, 160
타다, 48, 190
아바, 41, 166
바사, 74, 175
라차, 74, 147
마가, 69, 189
아하, 55, 164
하차, 40, 175
타마, 74, 142
사카, 66, 145
사사, 91, 144
아바, 62, 156
사파, 73, 178
바마, 53, 188
바다, 62, 196
하사, 44, 186
바아, 87, 182
다바, 42, 166
바파, 79, 178
다마, 87, 198
차다, 69, 198
가나, 77, 160
다카, 47, 182
가아, 63, 168
아다, 59, 150
다아, 95, 157
카차, 43, 187
카가, 94, 186
카파, 95, 192
라타, 77, 151
파아, 96, 198
파하, 44, 161
사마, 85, 177
가하, 76, 195
파다, 71, 176
사라, 42, 190
라자, 97, 145
자라, 65, 182
마나, 72, 140
마바, 55, 163
마사, 40, 180
바바, 86, 154
자가, 96, 162
바나, 79, 165
하다, 51, 146
차카, 94, 191
라가, 58, 199
차마, 57, 141
가사, 49, 152
파마, 97, 178
나타, 55, 165
마사, 78, 169
라하, 43, 184
아바, 70, 170
다사, 73, 144
마아, 77, 183
다다, 50, 179
다차, 96, 188
사나, 93, 193
아카, 93, 182
마바, 47, 186
사차, 41, 168
타마, 42, 174
사마, 40, 175
파아, 66, 157
마가, 62, 198
나사, 99, 182
카차, 91, 177
가사, 90, 182
아라, 69, 199
마타, 57, 159
타마, 41, 149
가아, 92, 183
사마, 54, 180
다사, 78, 147
라파, 79, 149
타가, 56, 195
다차, 98, 156
바차, 79, 198
아하, 99, 148
카라, 55, 161
아하, 82, 174
바나, 56, 152
바자, 79, 196
마사, 61, 190
타차, 56, 196
라카, 96, 189
사파, 62, 151
가다, 50, 199
차바, 97, 154
타자, 70, 177
타라, 64, 176
파차, 41, 146
아카, 99, 164
하나, 95, 189
마나, 83, 182
차차, 66, 191
마타, 96, 152
다아, 65, 154
사자, 64, 182
라사, 84, 192
바마, 44, 168
나파, 41, 153
카라, 44, 168
타하, 49, 166
아다, 96, 180
아마, 41, 176
사아, 96, 141
바가, 45, 181
파라, 48, 157
카자, 46, 181
다하, 97, 145
파하, 53, 160
마카, 66, 170
가아, 49, 156
사자, 54, 193
아하, 45, 197
카마, 56, 166
차라, 51, 141
라바, 75, 172
하라, 62, 181
나가, 88, 183
차타, 87, 157
바라, 48, 174
아바, 81, 160
마자, 48, 183
바아, 40, 142
카차, 91, 177
다파, 94, 188
나카, 86, 176
다하, 72, 148
아하, 56, 151
파사, 78, 166
사타, 64, 187
마타, 75, 167
파자, 66, 199
사다, 58, 173
아타, 60, 154
아차, 58, 172
바카, 79, 196
라하, 71, 165
카자, 89, 150
차자, 85, 156
아라, 53, 193
차마, 60, 162
마라, 73, 184
아자, 73, 162
아나, 47, 175
사다, 42, 188
가가, 89, 145
라다, 69, 179
타하, 44, 163
자라, 47, 187
사다, 58, 140
